subject_id,split,clone_fingerprint_sha256
SYN-S-00000256,train,c10fdbb60a5bea226482518b43a09de5db291df897df1b63eec1080d0d6853de
SYN-S-00000257,validation,852840812de76fc6bd454ed8baa526ca49ac43435ecd6078bb2de121e4eb3290
SYN-S-00000258,validation,075e451706d7144e270fdee33c481129f064260bdd854cf82ec9a214cd9fe008
SYN-S-00000259,test,85f9ecf51eadb0b6030a25523f3590850a8981bbf73aa7b51173c7e5568c48f5
SYN-S-00000260,train,4bf83bfe1b4a3b9895065f5b15f49186d20b12bc57b3fb2be354049fcf93ced0
SYN-S-00000261,test,73305ac34953a5091e9acdadbe24d16e7f0399b49c8a749664f1e029a3fe2150
SYN-S-00000262,train,40533738dec6925793d9c25cd1590809813498d22e5dbb801aedbbfb6d81dd41
SYN-S-00000263,train,0f592cbe7fdcdf461eceb6d31c6e308c80facf4aebebe6a3baf8a3db4827f221
SYN-S-00000264,train,8b61b6f4efa09be64a6dd7ab5175b4687d7acc1abd9737703f5fd10551080ba4
SYN-S-00000265,train,d1d0cdbdc639a0e80e7c1e8768bbe9983aac1064df31326a27b4d96b6b0bf684
SYN-S-00000266,train,3d1ee53cc4eafa6de5e3af5d6b5e050100854390e734ab3f9b60483f682dd1fa
SYN-S-00000267,train,9267cc973cef63d9d9ae14fa12c2b1eb7a78136fbe63fbd87990282326593333
SYN-S-00000268,train,839f9db5c166ec980a55bd8fecb7c30b1b7016e842bd3267e27107c6f5e62ec8
SYN-S-00000269,test,bf403bd3932534308a04b5909e94d3a96c25331142be99c385d9884d27456b39
SYN-S-00000270,train,0f6ba8be555383a8d050380cfae5f4409e743a20dde5edc29b508b18cef320a2
SYN-S-00000271,train,0a53d8009a4efb1759081f68cde0fd5ddf975faecaad9d1f9afcefdb6d63320e
SYN-S-00000272,train,745db8c191ac7e39e58ab6b73d6eec9e9a07fbacc2d1d21a3eb4383dec8ddc17
SYN-S-00000273,train,27c6151af7aba07bb295f919b9ae82f0f9dc4fc9fd1dc3ab667560cce87a6b34
SYN-S-00000274,train,a97da95b69cba9d6a03a4456564de3be368e0da11a77df628ef2137a19c0bf06
SYN-S-00000275,test,b34fc2f5827c55645aef774fd0b123159e8151133c8422a909eb3118849599e0
SYN-S-00000276,train,cd47ad3e3eaad75d97f228a5ccb9926a98e8e207180816556ef7d0831f25e105
SYN-S-00000277,train,14eef1c1b33504556794a00907e26b0fdae1c745d29be858ebea6322916c9936
SYN-S-00000278,train,899516fdc375f261aa3d2516a2e227fdb6b7232388254c41616ccdec51b95961
SYN-S-00000279,validation,faafe0577974edc8883aa796485db778cad875b9fa174aa420238ba0244eccbf
SYN-S-00000280,train,b363b3d6096b65750f6661d5937cd0a340cfdd850092cb5b4cba0153a81b6fe1
SYN-S-00000281,train,aeaabc948c5aca461724a0bff3efd92c55f6ad14cb9b3353d4b44c07df211e10
SYN-S-00000282,validation,03481c548970a4cce6b71f0142d7bdc2112557733eae091e67b1e74536318bbf
SYN-S-00000283,train,3fbe0ec8ed1ac75c7922681bc150667e3079446110976fb89d5a2d0d1b60fe39
SYN-S-00000284,train,0ebc82aec65f2620810c5e00663103933220feb6e3f26b6d71af2c4941b24fa1
SYN-S-00000285,train,f3871e283f56cf12195951274621fa390608152ceb830a160aa4bd551d5cc4e4
SYN-S-00000286,validation,62a471213bff905ef8891919e22003670a21708aad67336881474845362696b7
SYN-S-00000287,train,a6d1ac0d67dcb0f5812edfd58334a37f4b7244c9b108d4852e38bbac2ff97750
SYN-S-00000288,train,f73e9a0f73f403027187b5b49cefdecca0ab6ebfb97a89486a4dd2eca43ecb76
SYN-S-00000289,test,e9fef8b54550e7c93a07df40d8b8b6294bd9367f8105ab9326e9f398a94835cf
SYN-S-00000290,validation,e6dfb57e91b841d071e16a942d20c640f25f6b46f6191b4f4d9d77d5ed9bf943
SYN-S-00000291,train,045fcab30a08462f3bd1ae750d34c5807a1cd1f13b02cbf29a316a91fa09dfc3
SYN-S-00000292,train,a997c78c1c3509d5f357fa01c786ed725a30823a33d4a1fb80b0a7e937480b1c
SYN-S-00000293,validation,00b94ab899f928e988c94a47ef1f0ba70f1410aa30912493ec1178ab1304f490
SYN-S-00000294,train,c2b2282f3503f2dc13fbcd79f57e5bfec131e70c1c2cf0102e21dd580e1e189b
SYN-S-00000295,train,72ff7069e521340ac74e6b9b1b48677068185abdbd5d2e15228bf3326a4a9034
SYN-S-00000296,train,1f649b09e5146ebec0ab35e69f9457f443923186d3d4a02824f8a0010062481a
SYN-S-00000297,train,b1cfc10315b249bb3cb7c9bec0ba12f41953028d3d638139751838e1be88d7fc
SYN-S-00000298,test,3a4122a5acc2bd998643adbb87fcfd41dac523a13f53756986c0936fa1fa4046
SYN-S-00000299,train,7941a33bafb3d74ef342dc3ca12fd94d99c1bf8629181ea549e110629505156c
SYN-S-00000300,train,80a73bf911e6978b39067c9d7aa27ded7b00f871b5021d08cc4271f75978957f
SYN-S-00000301,train,31e05493b3929e80ab47c21afa2524f01208b9755126ad3488e447b987b71820
SYN-S-00000302,train,c7bbdf7370ce9af1374419b2346fb61696ccdcafbc33976240aacf27ace22712
SYN-S-00000303,train,71c2bf0c763cca38ed663d3d3888922dc72d658d52f90d38cb7091f3cf46aa4b
SYN-S-00000304,validation,4e7a04512ecd27723efe6a7c401395de28f5f53a18e377f9f75ee71d3054e4b7
SYN-S-00000305,train,ceacd9f8e0a3ad174ed1eb00b32faf3be2e46755b978947084a6b07ea35d238c
SYN-S-00000306,validation,14f8adf50e00311c92a4c4519088d2c885eda7b90672c00908da977fc7d68059
SYN-S-00000307,train,c558e2bb9430b2384809ce65d5c52b4787b21444f2c972a0d3a3d8c9bbed38f8
SYN-S-00000308,train,9a671f17f75ed9297af5a46f9fffc5b5f3a707dd959d3e9c9e855d6e9ecd461d
SYN-S-00000309,train,8fa4cbfd0a53430061d992415642d9c19a000600d6e26b833c376c36382629f4
SYN-S-00000310,train,5012cfe40b96949b1005adeb23e7468e06a0bc83da1696c72aa4f9367c7db4c1
SYN-S-00000311,validation,40e67f0f65601061b46e64e95ad0fe4acef1e8b9014693133ef10d28e7393b58
SYN-S-00000312,validation,7a36b083dc7e57c85fc93d32bd90c5cd7d9e4ed4e670889cb6a00c7d3e8b7d42
SYN-S-00000313,train,1c177cd517dc0e07ceabf03e11cf1f198b3eaf8c304a336d5fe8df58efcc2dee
SYN-S-00000314,validation,4fed1fb5e920ca7c8a517bd0fae91510a529c070a93893cd04133597fffcf4e2
SYN-S-00000315,train,29f3b801443176f516aaebcb540c46dbe9d340c99d45850d76a2e062f502e66e
SYN-S-00000316,train,3659ec0240ed35f2ea56a1563ae00411cd10d45e301b8dd409aa02463d786bf1
SYN-S-00000317,train,15dc763e91caf039336a690a61ef62eabc23e66bcf5f1bb76901fd8eefefaabd
SYN-S-00000318,train,c168eccf46605cb3bae8b3b9ed7f64d06a7f341b13047e91de88711946fb6c62
SYN-S-00000319,train,e5ba1507a47343173ecc79e1db579b4525a265f1a271b84d07b385d0745a915c
SYN-S-00000320,train,83e969afb8c806213177fddb9a5a48312632c631ba4baa0c027e836d377f0fb5
SYN-S-00000321,validation,1f0d81191bd5af449b61b922e52c4be6391427a6d10e72bfea6ccc9f14673669
SYN-S-00000322,test,d3124b514e3d7e41703ab2124b763d8a178b7a4d2c9b90cd985eab5e897807dd
SYN-S-00000323,train,08154c636bc9869500ed78c712c22fb0cccd1a099b5e75476c2ead1d5a5808b5
SYN-S-00000324,train,8ae9ea5f1d08c23db95fc224318bb97f77b96636fbc016e7f92a8d327c9dbbfa
SYN-S-00000325,train,2f0153ed9fde565a3e60bf0301f00f5a6b877d49ca2a12ce644435f4e073ae23
SYN-S-00000326,train,576dc2d11e220c489afd3e08102b516c342fc9f35c6895b9987f520e190d7ac5
SYN-S-00000327,train,8a441d633ea807eeceb6184fd3e1034b9c69e4b6d1d81e8d3e8fe4a6131a1895
SYN-S-00000328,train,93fac33e8407c7c8db6b992a51d19fbb308a9143be5ebf281277c0d6702adc8f
SYN-S-00000329,train,becb5f221c8e750378a27061d2d97a5d7d4f436040b88323d95f7fe5474ea5bc
SYN-S-00000330,test,ef3d7dbd7e730b61a76a879e1119b5038cbf77ecce2c8808fd083efa56ea91ef
SYN-S-00000331,train,87d3bc5e0de739e8650bffc5ed3ee8b9cdeec22112fc81f7145840f5f2191544
SYN-S-00000332,train,d5e610f21acc9dc4d56e172c96fd46c1d0b94612e9aed73872d7da337428263d
SYN-S-00000333,validation,10d80a371666b6fff0117158b968d0dfba3f20baff37b69508d653226d6a32f2
SYN-S-00000334,train,0fddc3c10ef2b208078990b45f6648ac61b80c4f2a563f236b04044864578cae
SYN-S-00000335,validation,a59b60f774a36c02ea8cbe3ba5b80b52b180a24750469426ed03bc1366f6ca44
SYN-S-00000336,train,54e3e6a1cc98295733d022676d653326e657512731efcb64eb219c3a44e23cfe
SYN-S-00000337,validation,5ce06d46971d7c5b462711dcd934044e64380ecba9eb1e5557250d1a69da57a6
SYN-S-00000338,train,96c588ed23629ed74429febbbfc7216762f9d5f78fd9452aa82969163c945f49
SYN-S-00000339,validation,2a69ad1fde48fd0c8e8f5245b91318e52ee9ba9746cd2a928e66ed8299534ed5
SYN-S-00000340,train,d68cbfa88546e46873b9a63a42d4bf09bf82ce91e944535083aded1eebd25047
SYN-S-00000341,train,612450366e6c71c3289df1a811f5cbd518934c1f977e3c0c3837836ee3e50dd8
SYN-S-00000342,train,f01a423c83b63f3bddee3bd64fe2e40ad67bd1af4f32eb05b5fa4c5a25f9cfa8
SYN-S-00000343,validation,ae803baba5759c3e3c75a76fd84080505ccdd800320df412a0824b9e088e21e6
SYN-S-00000344,train,45a559bdbe9ebbd98d56206c163ee0e9db4181a8837586137a4e98cbbc75823b
SYN-S-00000345,validation,a7c27266e9f464c22777d752a328f8f1ba804d1b18b294e2349c79c325e8302e
SYN-S-00000346,train,548c326becb3bcc3adb17cc2a7010bd192f0262d2aa0771eff2f2539f015472a
SYN-S-00000347,test,4679e49d776dc91aa5c9836444b8aeb2b949155a49023551dd179b1daaab3beb
SYN-S-00000348,test,bf1d7743caa2bde1b686fa103351c99dc6f594cc3b207f84f10ff5fdafd8cc89
SYN-S-00000349,train,20f10585be18f6371d67935a7ea15b5d58ab1f0a2eda9c65223ead53faa42671
SYN-S-00000350,train,8d0558113dcc48af7c952cd99ed8a4434d9417187c5d2c36720491e83999d359
SYN-S-00000351,train,9eaf38e1869c450ecc737e5e6ecac7cf8e00c5f9eb7c6c83ee6797a050d32cbe
SYN-S-00000352,test,dc54cfe58cea562be5dd01e7b642665adbf3181c5c715ee8815335a5b7ca304a
SYN-S-00000353,validation,b31a085ba0c79df2f365e7f4a721e1eecf089e0227e3a5568d230ab47f8dd87f
SYN-S-00000354,train,0876f6add52e0a14a88619a37d195fb77193d898a9ee9e4ba56d09d59fb09faf
SYN-S-00000355,train,01e5baf6f3317075fe98512e9efe47818a6d28ebcaf08fe200815f5f41ddf983
SYN-S-00000356,train,e4bc64f58f78520e99a47698922c10f148eb08aa40534a1e1a66831ecfe5acb0
SYN-S-00000357,test,dbdd37d0bb7c9234f417558105d81e6653d876c8f8844a00d51e1a5b69132cc5
SYN-S-00000358,validation,f270b4045cff0517b0873b5f126c79a89dea8411e412f4f83946f398da3b2f7e
SYN-S-00000359,test,de229e7926511c9fb00328b5b852fa14164217c297e3b26ca279e6bb4cbac82a
SYN-S-00000360,train,c02ad8832efb8d3ae0fc508337f40a839f70ab94ea72cb0c9b27eb34e09980fc
SYN-S-00000361,test,c1b3a1a0abe3f511da017cd4147ec916b747e5a853245a54776328daf6ba58df
SYN-S-00000362,train,1e0828a5422e42bfca37d8d5618131ece1dd746392b6d538afd76c99854e14e3
SYN-S-00000363,train,97c6c0d68dc2399542d0af8dbd2b961347d5fbd73936a15f07cc2470caa8fc6e
SYN-S-00000364,train,a937371fb685048cbd7faec2d0e3908130ca26eea6e366ee24bd915f294f1000
SYN-S-00000365,train,6bfdb7ef4684a6e593e6f7dd14837e23d8ce1fee484777e2dee0d2adcfcfcd2d
SYN-S-00000366,train,e548803fc48442ee9949a25729df655c2cb38c9799bc7d50252031dbf0e58243
SYN-S-00000367,train,3d281d71c5eaed385c7eba4ec08f8fef893f6d000bf0eb6664f7e7784aaf5479
SYN-S-00000368,train,dd104791af81397be0e38a78a4655d8f0cd213b003d626c70aea99a24d3cbfe3
SYN-S-00000369,train,fb63501e9f4f48240b13c19e6f545d6af7442769413f6a93a4591150764b62e3
SYN-S-00000370,train,6da6f7868e975af5126b904c2d7cb908170c9594c75caa326993aa9699eaffbd
SYN-S-00000371,train,cdf1b4d2909e77eb260a6ff69872d09878936d67d1fb230a5814a873e376afb9
SYN-S-00000372,train,3080ca71f53051c8b83db44e0461dd76228980aafb7201ced46fc234613e077a
SYN-S-00000373,train,16c71989a6627562ba0392fb43f215611f5743b423c0642e6c63f8e17f65ad16
SYN-S-00000374,validation,39e34ccbe9e9ec1f3ffa2a20de3b14dadedafbb237da9ed53901539f77997ec5
SYN-S-00000375,test,890b16ffb89900b34f25e6a19f92e1a83c5eb8e050b2b894e1001531b20be316
SYN-S-00000376,validation,f58d81055550bda8f44f14317b80a57cd7b8e147ff2f1d70e302f139ce0d1d72
SYN-S-00000377,train,c469901240acd6cc490888cf68a6bcdb51474939f685940b02822e9ce3956864
SYN-S-00000378,train,5ec9bba05493e0970f68eb5254998d077cefc39d998a232aca0e1205ddd60709
SYN-S-00000379,validation,141bcea0cb03a940fafe76312367535c8fbdcc094af32e17314b6a01690cb5df
SYN-S-00000380,train,1ea5ebee3e18d093be0f605283cb878f2de9e9c2d06671d584822847097eea48
SYN-S-00000381,train,6272521c0575ed13ebc872702731d66b6e152770561e87cdbfc52999029a06d4
SYN-S-00000382,train,60e1d284ad53d8d77a96a075eda7d4a46b32aa768554bbc1dac40636e10ba275
SYN-S-00000383,train,4c51c25c758842a63f12bae2b7dc64a319019c7506ef74b516f6a489731d156d
SYN-S-00000384,train,93a48c81d5233818925e11255c0a55822f09d14ae654de7bdafe8e29c5aeee2f
SYN-S-00000385,train,bf821be3e89271883a4a7c1027a55563e6b8cfc31aaca9dceecaccd0bb57525d
SYN-S-00000386,train,5b1fb717650d50bcbad09a6106a4c6a59521f25469b691d7e533407720361759
SYN-S-00000387,train,f60df5e11b4001187e094c9091b0d4c7d9f678b6cb26d02331b0c22c59544705
SYN-S-00000388,train,ce7df7a18ac5adb693e4ad9f6bbc90768681859bb75ba066de925343c368215f
SYN-S-00000389,validation,67454b7df30d86fc7c65be9f569ae04603469129b434b699b9db6e26361940d1
SYN-S-00000390,test,8afa7dca1e3b83e933d46254f1069787aa9d97ccff90abb1b0912cf21fb6b873
SYN-S-00000391,train,505f284709261c0ebc40544105bf264c6b3dad820e34c0ea7206a126f1e0441d
SYN-S-00000392,train,2c7e60362f4fe75898a061e40bdfd8f1c9e694612a5701899641a283dc3e2330
SYN-S-00000393,validation,ebe81f2e132a86a9a3193e399b25aa951076d0d980092d6cee4fb44ed37e3441
SYN-S-00000394,train,218ec881f81d08b21825e6093643bb4d7e6d1adf9591e4857d646ff0f931567d
SYN-S-00000395,train,68032a56a763f890b58c495f8a253803fce8a7b418e1d7ffa93f22d3bc9eec8a
SYN-S-00000396,validation,9db450a296f3aac17979e62e80db4fdd5ffdf9d4d18d23c2de92258880841c2f
SYN-S-00000397,train,5fe0e1585f7a47718e9d8bea386ab7f4034eb077f63d423410c3fe9c8be646e6
SYN-S-00000398,train,0340938101f0156e658baafb2329e829970ecd1dcf944f242fc8334da7f255dc
SYN-S-00000399,train,bb0c73ced5338f8f1dd52aaf1aa725567ca1e85e7bffb806758b12240bc4d2b9
SYN-S-00000400,train,e811e27ede99fb06b9877fa56c8a8a8f365b55fcd8971e16b67acec1cc27b2eb
SYN-S-00000401,test,007af35bf3f2543d975751fe83895514f58de64e2ba76b58e5d3ac018994af07
SYN-S-00000402,train,069e606637ed4e98bdd5f27218b50f4c36c0d46874edd74c42a3881500e357bf
SYN-S-00000403,train,b8eea6f924c55f9909feb51de4a56f768770b944592203a8f7e022a5978d0f9f
SYN-S-00000404,train,edb16013b5f4ff0c07c63d988a3541be6c1a23bc35f18949dd0feb54e6e92e21
SYN-S-00000405,train,26ec86fa9fa7f0d325d0231ad09ba505b7c12e3f4e1d0c491bf4482b88dde050
SYN-S-00000406,test,8619078714497f7927475b46563a89fb7345caaf26f3945c18413829d250db60
SYN-S-00000407,test,bd0122816f9ae38025b80aa77bf63b9e3f2f176655560229b6acf85e7499dcba
SYN-S-00000408,train,8b1bfaaf17623954ea8e2a0f84baa9f6acefb6b33a495c0f2101ba7fd809c90f
SYN-S-00000409,train,2585ae0939bf98272b5344118dea087772dae65551a5e403a010133256426fdb
SYN-S-00000410,train,bcc27ff639e2037472b381ef3578944843a9cd0c0dd61a987c9b95b65980b214
SYN-S-00000411,test,7dbf16efa247b5d0661a7b4acbd2e9b44e3a3dbcb6941b63393281175daeda79
SYN-S-00000412,train,caf5eba74d7b210711c9bd8297648483ca7345c74ecef7438c2acb11a70bfa18
SYN-S-00000413,train,61de437d3b0feefa021135d226bc7ca5f469127bc3cdf40f8d1078615a19ff54
SYN-S-00000414,test,a9c5b202ee2b9818e74668e03dacfb433ba927b343db58b0b32e38a0dc29dc4e
SYN-S-00000415,train,b9de1887c42298818ba6592b56cb3e65c0517701ade3ae2abe41aac62bb2625a
SYN-S-00000416,train,1b8c368118fb75c80b5d9326668ffdf43fe790d48ddfcc613144e02c5f60b58f
SYN-S-00000417,train,8fd481b5e790dc41224422b9b5903bc669e0fba152f485b4c13ce2229cacfa78
SYN-S-00000418,train,cf7bfd4d9bb063fae540771c2d87c27f6dc9854c3280b1c6bd21c229ae316f33
SYN-S-00000419,validation,43ba047ca4c62f00d4786481fcea9234e5070eb72444e8892171dcd18265ceeb
SYN-S-00000420,validation,3d04d4d12ceb1d678d83b68327538cf326e16ffea7e6fbe71f414934340e1d77
SYN-S-00000421,train,b623e0ec5260ac94229a66ef1e6d84f1044618cb3a410d40d6bd2c6d776d5ca5
SYN-S-00000422,train,a03809374e0efe16a6d33bb43dfd587321267abb160e32c2aa37a48f0e928f8a
SYN-S-00000423,validation,7be9de59abeea14566d15cf5dc1071540a7ba65d183eaf270ba9d796d7fd3ff2
SYN-S-00000424,train,62509fbec0aeda31e2a459d432a3c7d67f2f85b4c0c083148e7c49c1b079eeaf
SYN-S-00000425,train,0d8b5b9f2d508af69c35d185c92ba7795152588050f88b2a609a75c1690d1da3
SYN-S-00000426,test,5eee2fd6380fdaf28587a48dc2cbcf02d925c3dcf4681f24cd91d0abfd032f65
SYN-S-00000427,validation,1ee6e07080de48fbcdbf2b4d5984b2d409564f18cf567a1cb1c351a1307da34f
SYN-S-00000428,train,463d5c1a653cecd2dd9214bbc1e923927fc77306070c1705c46ac2d7bd951f95
SYN-S-00000429,train,afc1ad81564bb514bb8dce242b9ed3438bcc744c0523b7366d8c5eaaa2565321
SYN-S-00000430,train,5d6efe4b060aa8ae03fc7c08e564533957477a27090eba3c9898517083f95fc5
SYN-S-00000431,train,16602de934b4dfede8c0cdb8e3519e4f2b61cc5f69cf82f6458d70a3d2691a3f
SYN-S-00000432,train,3e410359b5b6835d01a2b71fdf4fbfcdaa316d143a13780fcbbe50de3621c68d
SYN-S-00000433,train,336d0df39aa95adc1627e36d1eb9330f98ea012bc0f85972f6ad6a7c87d74ec0
SYN-S-00000434,train,6a288c0bb0c17b6df9ecec3c899f470024e80c0a8cb9efac24d2535a3fe67dc2
SYN-S-00000435,train,38ca6e9bcdb3261efadfb3f2a951be0ba6b48434f3de701669f590427fa63c6a
SYN-S-00000436,train,41c71ea0423941bb705701fce0399f1e6f43d86dbbea46f8a2f5e45339964d64
SYN-S-00000437,train,cf0c8ae625d6e27d29fd4ae0453946ba7a3417de34f7dc685209d12bfaf13633
SYN-S-00000438,test,b92d420a06403ac8fd4bff1727f6a7211711ffa3ddd092958ec82ae350a3694d
SYN-S-00000439,train,efbf43cc15d2175795b08e1e5f53de4485fc018b0273d32e3a6653531a9a18f9
SYN-S-00000440,train,5b8afe5ff3c6eb4703c28ebb434da0b0446d1021d1bba2edacd4f479f7e6ab8a
SYN-S-00000441,test,c0570c3e085b821d2251c01cf1571d612a8569399a5800dc534b4b8eebbd5de4
SYN-S-00000442,train,ea71e4dac553f54fd937b34fb54c085d44ddca3a5acbb356fc3733cfc4490f01
SYN-S-00000443,validation,1e44018513e67d5705be00cc91b80b6f92bc273ea165e884639fae14f34deedc
SYN-S-00000444,train,ee88e4c56e7b485ebde50b5348185aa9abe64b705c4c86f9c7e54c2247900392
SYN-S-00000445,train,391d995e860854983c8dc208f60e1cbd1d1ed2b11c2119bbd2e84119b6ea565e
SYN-S-00000446,test,70c8bde867171db2a37ac404b216ee5e7d8581ef69aaee9cdd873343579243f1
SYN-S-00000447,test,b99c414e10d6f8196642ae8258c3093816d541f1ef766a39279d06c7abc66eb8
SYN-S-00000448,train,de67a3c7a398eac5b3ee818abc0ae94c3d1404ed6d2d3c87931cb4c478bbd081
SYN-S-00000449,test,90602b07e81248f868a98b520933fe7352080e8093cce6044832d56a7d7e33a3
SYN-S-00000450,train,142180409c539c88f9113811651e3d29ddb61304f08bcd8a4130846ca6b2c485
SYN-S-00000451,train,2c10a58e09b1447634e2513f0f34d0043d4cb6fe63207ccbea19d335470cab21
SYN-S-00000452,train,0dfb9c4a6da36457d110bca9123e062bf0e28ce0bd5ce5fb6bbe4cd1f417f6be
SYN-S-00000453,train,b111e791cd1842fe97b5c1ffa01fcb6e8b9778acba46507d61d3e285ec24f77d
SYN-S-00000454,validation,91d8286d9c37a676b4c622f811227bff940e5ece411e4fb7f3aa29f63bcf9275
SYN-S-00000455,train,aa48a489e546c7cb9d6611cddc726712f4ba1ecc344f98469e906f1a9c8def62
SYN-S-00000456,validation,bee51720742abc649f6877d6a4569a6f5e1dccb84ee69d46c8558e3a5741421d
SYN-S-00000457,train,aab6fab93cacab875e6b42142f5450adf3aa19bcaf8c162e280d60c512c59ab9
SYN-S-00000458,train,5dae89a23cf8e4a19573f326972d0d6f6fe291791d3312d595da4544306cf203
SYN-S-00000459,train,c9b8580e9df0e67e28b77fa26b14df324f921b23d655b94c3d404ed760f1e7fa
SYN-S-00000460,train,52180aced29a712b93dd8451fdc4ab5eb25ea14426d03b58cf6a342babcf2040
SYN-S-00000461,train,1327cf5163acb1f6e7696cd6c8e79df507c097b699cedfd5e78a3becb30efea1
SYN-S-00000462,train,66d88a0058c786b2195fb5762fe60f634b7723b691c8ba7c746b1fb20210aa76
SYN-S-00000463,train,09538b181fd8c66cd63fbeab12cdcbf0c658fde821df1a27b8c3d5c7725995d0
SYN-S-00000464,test,ee1382adde787452df587f1b73dfe8b46403c6e9cea1b600c833a63d27730a95
SYN-S-00000465,train,3547af1a2b3730109fdae742fdcd76a4ab7eaa09a52606b389bd66e728501234
SYN-S-00000466,train,b2a65d099186beaaada5a666d9fc1906ed87fbfebb0be09457b4a36f73180b34
SYN-S-00000467,train,3d166c708a03415aa8652a082c0f4dded2e61493a0b59b8951d3a2db803625b5
SYN-S-00000468,train,baa8572cdc8fa337c0af7db56f1e28c9e7ae296d439f3570dc82a562ae76ef84
SYN-S-00000469,validation,15ab2c4ae6aca5dbabe80a43339ed798a88dc0eb4158ef3363c4d4a13dc70ddd
SYN-S-00000470,train,801a77b79ae7dca20af8595cc25e85287ea3530bdf4f198bda2645571214ff6e
SYN-S-00000471,train,10a52e79e7f6024fd3179e01712bbe6b2cf87c5b185d122ccdfc838b56f40abb
SYN-S-00000472,validation,7b46929b75ec394c8a0a00baa0d1fe2fc9bf94a41a79a9436d49e995ac97db83
SYN-S-00000473,test,03b1628c9dc233afb5ef185f2b7b925c7f837ae558c1b5a63d1d23dc5a7c6c1a
SYN-S-00000474,test,ed1c66ff65154d31654c85838c3e29706f98fa7261856dc8eb10f47b4bf982a4
SYN-S-00000475,validation,d0e47c17cf515eeb32216679ac113c85d1cfd45a19ace5fdd8da7336c189e035
SYN-S-00000476,test,0a7921194b3cb0064abadb1ff0c1c489234614e5cce607d6acc98be303956d3e
SYN-S-00000477,train,8aeedadf467a9b939bc6e0b369f67398fb6955677aa01bea465a7fe6f18e6047
SYN-S-00000478,train,2ff357ae2975c4e68a3c7ddb073926c4bb38bd74c2d75d4f75f8445568b10b42
SYN-S-00000479,train,bb1b97268a87b1552eca56e6973f9915c95a707f0edf9e4081138d1ef12325a7
SYN-S-00000480,train,818744c4aefe7fbbe6e69af9bd88b2063d7ee33d31c0e8af2b87dbd8b3edddb2
SYN-S-00000481,train,ad37b09b80fb7a0c73e74654773b6fe5f538cb89d5b8a6211d19887ff16cdde2
SYN-S-00000482,train,c7529313937ddb8870b167b5b441afaf27a9fabd1c5a489f3ef21123dd7f1a9c
SYN-S-00000483,train,e4ac4618d743cff2e632df6370770162d00097ae6629d1149515bc913e36ce29
SYN-S-00000484,train,65fd1b802a885ca9860cc96a9c611e13027e9b4105e9a818ce19205f1f6d94fd
SYN-S-00000485,test,db5c090f5d7d587992108c56c57bd7ff850cac529717c8cdd0301235eca717cd
SYN-S-00000486,test,e538ddc95e24413e8b924ce52a8e2a425bfc45bbf2d51b7701de8bb2c46805b5
SYN-S-00000487,train,8e66f62f75c5ecded5fff7a1f64e91e85c8d33c3b19a153d80bf53dad02ce66f
SYN-S-00000488,train,5c1cdd3e6bd0929d59443a518c4473078bf99581479917e2eb03cda2b4dbcff4
SYN-S-00000489,train,60b0d00b972a10000cd6350cb5b071e5f5f661da68f7e164ccd967bb5f6198fa
SYN-S-00000490,train,fc0fd454d7627343362b3adeda034d9f5730f3cbd6f13805b457ccaa62e43ccd
SYN-S-00000491,train,a66551c61a7ce293b2c7cf50bfd0de3cac401d05f6b43c759d0a3fecc04899d1
SYN-S-00000492,train,01659b18ef20ff578bd1f6129a0ffe492191b5080bcc057d0f3fe9fb2ee738ef
SYN-S-00000493,train,816b334906d6f27d5632b241c9d9af71319da8c2e9daea6a51ab30a464da2f50
SYN-S-00000494,validation,bff3814e04fcf642d687e071ed6c18f995700481aff7cd30da9ce1fe35dbee44
SYN-S-00000495,validation,11cc405a31c3847a0ee25364ee76123fe6095a61f4ba2e682fef79a4026853b5
SYN-S-00000496,test,ccc9d9f83008526e0ef3d303e8b00733e9a609d1c11fa3bff07d1139752a2be7
SYN-S-00000497,test,87462217f79b4f3fa725cb13eab6ccc06019d701b47c4b80a882b015f0b9e151
SYN-S-00000498,validation,e7e184e0aae108472defb500e07445c50bb00a315e54c81a5291ee0f4cdb9184
SYN-S-00000499,train,7043e5dec8f0a0d3b8067956fce5524cb19607c95533062aed3085c63fa7d807
SYN-S-00000500,validation,ce8cffc673925c9cb8ef28c957e516f5709e33b7458aa0c78b924756780ff68f
SYN-S-00000501,test,470aff4790a8c03774674305044e362d0b6012a2c180a2574d96bcff67674caf
SYN-S-00000502,train,9725bb0b34793d9ad53010f11af6a58a793fcf54cadbbb67b4d01ab87977aa56
SYN-S-00000503,train,ebc30cf44551183f24e3cd39e91e862ea183da7211a8ded990081185f2aa89d4
SYN-S-00000504,train,691d39ee89a53f0ee029ffc6123b830f72184b17e73090a0e97cf4dc3ee2fff6
SYN-S-00000505,train,e3dca5fb883e37cec5803374818474f72db80f2147e92c8f53df3f997fefe163
SYN-S-00000506,train,551188a8e45734d06866cdd8a0007eb1bc9c0f7f83e1108975256bd6d08ee6d6
SYN-S-00000507,train,2ad0be4abc4daea0a0fdf10bcb68645c5eda22122f1d1b76f19d5f74c09b0eb3
SYN-S-00000508,train,9e59586fa3b683963bcde847fcb887b455e86498fe9a37fcb220a3020cccda64
SYN-S-00000509,train,fd4a957a42bf1f94fdb583fb453ade788f365b245d49ce5495ed3d60f0242f16
