artifact_id,artifact_path,artifact_type,artifact_version,artifact_sha256,producing_run_id,parent_artifact_ids,task,model_family,split_hash,feature_version,label_version,config_hash,model_sha256,calibrator_sha256,creation_commit,metadata_ref,generating_script,creation_date_utc,partition,probability_type,prediction_population_hash,calibration_method,threshold_criterion,threshold_value,evaluator_version,metric_implementation_version,slice_spec_hash,dataset_version,mimic_code_commit,extraction_sha256,cohort_version,feature_dictionary_sha256,event_dict_version,preprocessor_sha256,environment_sha256,run_type,status
phase12-xgb-recovery-030-attempt-1:model:recovery24,artifacts/search/xgb/phase12/recovery/xgb-recovery-030/attempt-1/bundle/recovery_24h.json,model_checkpoint,xgb_native_json_v1,6c16d98d48fef9bc8afbfd56746fc356a2c5c32e8725376ad20d94c8aa0c6a4e,phase12-xgb-recovery-030-attempt-1,,recovery,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,e38de47220057b30698b2a7a80e0f43e4796533a92b8e49d9a9ad00c6e8c9282,6c16d98d48fef9bc8afbfd56746fc356a2c5c32e8725376ad20d94c8aa0c6a4e,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,artifacts/search/xgb/phase12/recovery/xgb-recovery-030/attempt-1/bundle/bundle.metadata.json,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:23.182623Z,,,,,,,,,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-recovery-030-attempt-1:model:recovery48,artifacts/search/xgb/phase12/recovery/xgb-recovery-030/attempt-1/bundle/recovery_48h.json,model_checkpoint,xgb_native_json_v1,4ca56ced4686bf3ed8f6f19c107e6aca7b063786b30aa8409056ff19b779907f,phase12-xgb-recovery-030-attempt-1,,recovery,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,e38de47220057b30698b2a7a80e0f43e4796533a92b8e49d9a9ad00c6e8c9282,4ca56ced4686bf3ed8f6f19c107e6aca7b063786b30aa8409056ff19b779907f,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,artifacts/search/xgb/phase12/recovery/xgb-recovery-030/attempt-1/bundle/bundle.metadata.json,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:23.182623Z,,,,,,,,,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-recovery-030-attempt-1:bundle,artifacts/search/xgb/phase12/recovery/xgb-recovery-030/attempt-1/bundle/bundle.metadata.json,model_bundle_metadata,canonical_xgb_candidate_bundle_v1,b903e3ee29fe17203642ac292c3134faaafccee72785aa3d14fd9518455debcc,phase12-xgb-recovery-030-attempt-1,phase12-xgb-recovery-030-attempt-1:model:recovery24;phase12-xgb-recovery-030-attempt-1:model:recovery48,recovery,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,e38de47220057b30698b2a7a80e0f43e4796533a92b8e49d9a9ad00c6e8c9282,,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:23.182623Z,,,,,,,,,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-recovery-030-attempt-1:prediction:1,artifacts/search/xgb/phase12/recovery/xgb-recovery-030/attempt-1/validation_predictions_24h.jsonl,prediction,phase12_validation_prediction_v1,50c7f11e342aedf7ad877ac946d2a4d4737b71e3ddfd354e90b0cd941af1239c,phase12-xgb-recovery-030-attempt-1,phase12-xgb-recovery-030-attempt-1:model:recovery24,recovery,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,e38de47220057b30698b2a7a80e0f43e4796533a92b8e49d9a9ad00c6e8c9282,6c16d98d48fef9bc8afbfd56746fc356a2c5c32e8725376ad20d94c8aa0c6a4e,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:23.182623Z,validation,,ca601537fcf627651b1bbaca42021ed360c1b4572318587a7b887b82cd2a9ffe,,,,,,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-recovery-030-attempt-1:prediction:2,artifacts/search/xgb/phase12/recovery/xgb-recovery-030/attempt-1/validation_predictions_48h.jsonl,prediction,phase12_validation_prediction_v1,941c6382a1ea884b3ee6dbd545971ca025662449208554d1aa01df2db56c2ed2,phase12-xgb-recovery-030-attempt-1,phase12-xgb-recovery-030-attempt-1:model:recovery48,recovery,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,e38de47220057b30698b2a7a80e0f43e4796533a92b8e49d9a9ad00c6e8c9282,4ca56ced4686bf3ed8f6f19c107e6aca7b063786b30aa8409056ff19b779907f,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:23.182623Z,validation,,ca601537fcf627651b1bbaca42021ed360c1b4572318587a7b887b82cd2a9ffe,,,,,,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-recovery-030-attempt-1:metrics,artifacts/search/xgb/phase12/recovery/xgb-recovery-030/attempt-1/validation_metrics.json,metric_table,phase12_validation_metrics_v1,63f5db4c26f163ecb0992f172ec8499ff951cc2ececc440418ee44c546039d65,phase12-xgb-recovery-030-attempt-1,phase12-xgb-recovery-030-attempt-1:prediction:1;phase12-xgb-recovery-030-attempt-1:prediction:2,recovery,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,e38de47220057b30698b2a7a80e0f43e4796533a92b8e49d9a9ad00c6e8c9282,,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:23.182623Z,validation,,,,,,stay_balanced_metrics_v1,stay_balanced_metrics_v1,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-icu-time-001-attempt-1:model:icu_stay_time,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-001/attempt-1/bundle/icu_stay_time.json,model_checkpoint,xgb_native_json_v1,e63c94be88f9b0f70348414ab082ff2dfa32a12a613064b0ff226be4a2748e2b,phase12-xgb-icu-time-001-attempt-1,,icu_stay_time,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,003a9df45e1242c09e271b965671aee1debd1848d7538750a4194b8b29d1c651,e63c94be88f9b0f70348414ab082ff2dfa32a12a613064b0ff226be4a2748e2b,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-001/attempt-1/bundle/bundle.metadata.json,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:24.852839Z,,,,,,,,,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-icu-time-001-attempt-1:bundle,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-001/attempt-1/bundle/bundle.metadata.json,model_bundle_metadata,canonical_xgb_candidate_bundle_v1,4bd000b3672a1a7de9cd33ae0eda8a15af46b872badc8e50756d07d8a7ec9f16,phase12-xgb-icu-time-001-attempt-1,phase12-xgb-icu-time-001-attempt-1:model:icu_stay_time,icu_stay_time,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,003a9df45e1242c09e271b965671aee1debd1848d7538750a4194b8b29d1c651,,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:24.852839Z,,,,,,,,,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-icu-time-001-attempt-1:prediction:1,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-001/attempt-1/validation_predictions.jsonl,prediction,phase12_validation_prediction_v1,3d6d8f63e1034e89818557eaa11a58cbaf1f3fd078e8c897609c0e6d234abc14,phase12-xgb-icu-time-001-attempt-1,phase12-xgb-icu-time-001-attempt-1:model:icu_stay_time,icu_stay_time,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,003a9df45e1242c09e271b965671aee1debd1848d7538750a4194b8b29d1c651,e63c94be88f9b0f70348414ab082ff2dfa32a12a613064b0ff226be4a2748e2b,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:24.852839Z,validation,,ca601537fcf627651b1bbaca42021ed360c1b4572318587a7b887b82cd2a9ffe,,,,,,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-icu-time-001-attempt-1:metrics,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-001/attempt-1/validation_metrics.json,metric_table,phase12_validation_metrics_v1,15bd9da77dbd79bfb70fd8bc419e884a264f612e403be42bd8f5151fd8e87c34,phase12-xgb-icu-time-001-attempt-1,phase12-xgb-icu-time-001-attempt-1:prediction:1,icu_stay_time,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,003a9df45e1242c09e271b965671aee1debd1848d7538750a4194b8b29d1c651,,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:24.852839Z,validation,,,,,,stay_balanced_metrics_v1,stay_balanced_metrics_v1,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-icu-time-002-attempt-1:model:icu_stay_time,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-002/attempt-1/bundle/icu_stay_time.json,model_checkpoint,xgb_native_json_v1,097704a9c65e55e105d938974facb2864204d539726b1664d424f1a79d6f8130,phase12-xgb-icu-time-002-attempt-1,,icu_stay_time,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,7a9c232ead9020d4707434d1123b0b6df967c5b494c723df7b5b37100027d667,097704a9c65e55e105d938974facb2864204d539726b1664d424f1a79d6f8130,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-002/attempt-1/bundle/bundle.metadata.json,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:33.279781Z,,,,,,,,,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-icu-time-002-attempt-1:bundle,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-002/attempt-1/bundle/bundle.metadata.json,model_bundle_metadata,canonical_xgb_candidate_bundle_v1,b723b3a212c89b2f8494c3082b66ca028ef12576b36ef1707a380dd45ff4946b,phase12-xgb-icu-time-002-attempt-1,phase12-xgb-icu-time-002-attempt-1:model:icu_stay_time,icu_stay_time,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,7a9c232ead9020d4707434d1123b0b6df967c5b494c723df7b5b37100027d667,,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:33.279781Z,,,,,,,,,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-icu-time-002-attempt-1:prediction:1,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-002/attempt-1/validation_predictions.jsonl,prediction,phase12_validation_prediction_v1,6f7730149b68f25334b4e9ef61a50bc984e12a23b5aa2b31342bf086476bd402,phase12-xgb-icu-time-002-attempt-1,phase12-xgb-icu-time-002-attempt-1:model:icu_stay_time,icu_stay_time,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,7a9c232ead9020d4707434d1123b0b6df967c5b494c723df7b5b37100027d667,097704a9c65e55e105d938974facb2864204d539726b1664d424f1a79d6f8130,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:33.279781Z,validation,,ca601537fcf627651b1bbaca42021ed360c1b4572318587a7b887b82cd2a9ffe,,,,,,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-icu-time-002-attempt-1:metrics,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-002/attempt-1/validation_metrics.json,metric_table,phase12_validation_metrics_v1,a5c161eb6207185c9a0f9c43bc5ac565f88786c9d8eb6b6552a96e430df0c39d,phase12-xgb-icu-time-002-attempt-1,phase12-xgb-icu-time-002-attempt-1:prediction:1,icu_stay_time,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,7a9c232ead9020d4707434d1123b0b6df967c5b494c723df7b5b37100027d667,,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:33.279781Z,validation,,,,,,stay_balanced_metrics_v1,stay_balanced_metrics_v1,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-icu-time-003-attempt-1:model:icu_stay_time,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-003/attempt-1/bundle/icu_stay_time.json,model_checkpoint,xgb_native_json_v1,06ed0f79cd2278c9c0dff8655b3442b8e16250d0d53fdba6685eaea66de2693b,phase12-xgb-icu-time-003-attempt-1,,icu_stay_time,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,76774b68d205d9e5553d1444482691709eb3ce92c07a638272812afc57ad09c0,06ed0f79cd2278c9c0dff8655b3442b8e16250d0d53fdba6685eaea66de2693b,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-003/attempt-1/bundle/bundle.metadata.json,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:35.860125Z,,,,,,,,,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-icu-time-003-attempt-1:bundle,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-003/attempt-1/bundle/bundle.metadata.json,model_bundle_metadata,canonical_xgb_candidate_bundle_v1,231e8ec50c775dacef66bda7282e5cbff0d8fe4aa54e2371c2aa598e63d86654,phase12-xgb-icu-time-003-attempt-1,phase12-xgb-icu-time-003-attempt-1:model:icu_stay_time,icu_stay_time,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,76774b68d205d9e5553d1444482691709eb3ce92c07a638272812afc57ad09c0,,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:35.860125Z,,,,,,,,,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-icu-time-003-attempt-1:prediction:1,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-003/attempt-1/validation_predictions.jsonl,prediction,phase12_validation_prediction_v1,b962daebc4f5e03a30e8b5850b2698f44683e1fc24c6acd36d8e16528680fcbb,phase12-xgb-icu-time-003-attempt-1,phase12-xgb-icu-time-003-attempt-1:model:icu_stay_time,icu_stay_time,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,76774b68d205d9e5553d1444482691709eb3ce92c07a638272812afc57ad09c0,06ed0f79cd2278c9c0dff8655b3442b8e16250d0d53fdba6685eaea66de2693b,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:35.860125Z,validation,,ca601537fcf627651b1bbaca42021ed360c1b4572318587a7b887b82cd2a9ffe,,,,,,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-icu-time-003-attempt-1:metrics,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-003/attempt-1/validation_metrics.json,metric_table,phase12_validation_metrics_v1,70563d075934f3a56580832b10ff393e87e7844dd350105833067e89dd738922,phase12-xgb-icu-time-003-attempt-1,phase12-xgb-icu-time-003-attempt-1:prediction:1,icu_stay_time,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,76774b68d205d9e5553d1444482691709eb3ce92c07a638272812afc57ad09c0,,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:35.860125Z,validation,,,,,,stay_balanced_metrics_v1,stay_balanced_metrics_v1,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-icu-time-004-attempt-1:model:icu_stay_time,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-004/attempt-1/bundle/icu_stay_time.json,model_checkpoint,xgb_native_json_v1,10647dda50b224eadce40d122399b63cd163e1864564518ecd00aa03a9c94bda,phase12-xgb-icu-time-004-attempt-1,,icu_stay_time,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,b567525d2f6f5be530b46b1c5c48df85032a54f12ecf5ffb0923e38bf0c6b0ec,10647dda50b224eadce40d122399b63cd163e1864564518ecd00aa03a9c94bda,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-004/attempt-1/bundle/bundle.metadata.json,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:36.760038Z,,,,,,,,,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-icu-time-004-attempt-1:bundle,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-004/attempt-1/bundle/bundle.metadata.json,model_bundle_metadata,canonical_xgb_candidate_bundle_v1,aae9bf8d5efb9cc1a8135b4536923c39a5d8502318356ee4c73c92a41ad067ef,phase12-xgb-icu-time-004-attempt-1,phase12-xgb-icu-time-004-attempt-1:model:icu_stay_time,icu_stay_time,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,b567525d2f6f5be530b46b1c5c48df85032a54f12ecf5ffb0923e38bf0c6b0ec,,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:36.760038Z,,,,,,,,,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-icu-time-004-attempt-1:prediction:1,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-004/attempt-1/validation_predictions.jsonl,prediction,phase12_validation_prediction_v1,887048bdfd97beb4f60d2e7f253bbf0066e3d7017411a6b0beb88fa2cede4e0e,phase12-xgb-icu-time-004-attempt-1,phase12-xgb-icu-time-004-attempt-1:model:icu_stay_time,icu_stay_time,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,b567525d2f6f5be530b46b1c5c48df85032a54f12ecf5ffb0923e38bf0c6b0ec,10647dda50b224eadce40d122399b63cd163e1864564518ecd00aa03a9c94bda,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:36.760038Z,validation,,ca601537fcf627651b1bbaca42021ed360c1b4572318587a7b887b82cd2a9ffe,,,,,,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-icu-time-004-attempt-1:metrics,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-004/attempt-1/validation_metrics.json,metric_table,phase12_validation_metrics_v1,c165b7009fc765a166f8f25fbf524aa954955000e2c4ac7b9271d19783f42657,phase12-xgb-icu-time-004-attempt-1,phase12-xgb-icu-time-004-attempt-1:prediction:1,icu_stay_time,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,b567525d2f6f5be530b46b1c5c48df85032a54f12ecf5ffb0923e38bf0c6b0ec,,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:36.760038Z,validation,,,,,,stay_balanced_metrics_v1,stay_balanced_metrics_v1,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-icu-time-005-attempt-1:model:icu_stay_time,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-005/attempt-1/bundle/icu_stay_time.json,model_checkpoint,xgb_native_json_v1,fa307d6effd62f2b0a5afb48d7883dddd7e28a68e96eb735d0fe14c55404630d,phase12-xgb-icu-time-005-attempt-1,,icu_stay_time,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,8b6ea02bc245f63497eb6a36b81148ca9dfefee128a06718bd86d9a15787a449,fa307d6effd62f2b0a5afb48d7883dddd7e28a68e96eb735d0fe14c55404630d,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-005/attempt-1/bundle/bundle.metadata.json,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:38.207356Z,,,,,,,,,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-icu-time-005-attempt-1:bundle,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-005/attempt-1/bundle/bundle.metadata.json,model_bundle_metadata,canonical_xgb_candidate_bundle_v1,4d5433debcbdcfcd3109b6125a2e30888e860d7296f2c7329ee1ecb61fcb91ad,phase12-xgb-icu-time-005-attempt-1,phase12-xgb-icu-time-005-attempt-1:model:icu_stay_time,icu_stay_time,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,8b6ea02bc245f63497eb6a36b81148ca9dfefee128a06718bd86d9a15787a449,,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:38.207356Z,,,,,,,,,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
phase12-xgb-icu-time-005-attempt-1:prediction:1,artifacts/search/xgb/phase12/icu_time/xgb-icu-time-005/attempt-1/validation_predictions.jsonl,prediction,phase12_validation_prediction_v1,5c43dfb250a438967e6c41132faa86185e6f1ef33e742e1e8bc6c85edd747c8a,phase12-xgb-icu-time-005-attempt-1,phase12-xgb-icu-time-005-attempt-1:model:icu_stay_time,icu_stay_time,xgboost,3d6af5298f219f4608e5318ca09856642a1918a1154563ed0e8aec1785563cf6,synthetic_feature_schema_v2,synthetic_xgb_target_contract_v1,8b6ea02bc245f63497eb6a36b81148ca9dfefee128a06718bd86d9a15787a449,fa307d6effd62f2b0a5afb48d7883dddd7e28a68e96eb735d0fe14c55404630d,,d72e2c8220ee65afe777fddf09c017f1d4ab8a4b,,scripts/run_phase12_xgb_search.py,2026-09-21T18:38:38.207356Z,validation,,ca601537fcf627651b1bbaca42021ed360c1b4572318587a7b887b82cd2a9ffe,,,,,,,,,,,,,c28bfdfbd83f08de96c30da94557a4da158ce28fedda254c1823be7b27fd6eb0,81e0478f5f71429426dedb1785a56ec03bff34947c37309a3b7b503f2efdeaf5,scientific,registered
